val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
,,,,32,27620,0.5557522177696228,0.8737683054582016,0.9317816868730795,0.9359154212529621
0.7216545343399048,0.8261795449812022,0.9018819363139656,0.9012428036431539,33,28457,,,,
,,,,33,28457,0.5527511835098267,0.8742117620807267,0.932057939645685,0.9361132642663721
0.7154233455657959,0.828286395314052,0.9030392492676548,0.902646617004762,34,29294,,,,
,,,,34,29294,0.5476089119911194,0.8764031039357038,0.9333304048044873,0.9375862507087785
0.7222767472267151,0.8279494980902541,0.9031283740740779,0.9010142727372943,35,30131,,,,
,,,,35,30131,0.545563817024231,0.8767417932141852,0.933532154231747,0.9377417004775127
0.7245670557022095,0.827288085099968,0.902538030599364,0.90213184058073,36,30968,,,,
,,,,36,30968,0.5400771498680115,0.8781768781234514,0.9343464338333145,0.938844119857988
0.7242981195449829,0.8270827021406424,0.9023110431770007,0.9014929214559945,37,31805,,,,
,,,,37,31805,0.5396236181259155,0.8782961661906968,0.9344230197450868,0.9384294913574965
0.7427906394004822,0.8218884832291049,0.8994455220847284,0.8974246083621533,38,32642,,,,
,,,,38,32642,0.537073016166687,0.879738412184618,0.9352529467421837,0.9395410624107945
0.7215316295623779,0.8292819078267708,0.9037068644170099,0.902818059619076,39,33479,,,,
,,,,39,33479,0.5339126586914062,0.8810568841976127,0.9360078019331338,0.9402630222436028
0.7275435328483582,0.8292843228301996,0.9036747489355959,0.9026747802797981,40,34316,,,,
,,,,40,34316,0.5318961143493652,0.8815902745185049,0.9363342501667227,0.9403753241783567
0.7249923348426819,0.8274853569119072,0.9026328321572583,0.9019089507936717,41,35153,,,,
,,,,41,35153,0.5329839587211609,0.8808528505519779,0.9358961256367699,0.940048397421724
0.7250741124153137,0.8268135349192844,0.9022924981971612,0.9014809494191686,42,35990,,,,
,,,,42,35990,0.531154215335846,0.882368283696613,0.9367639672326049,0.9411283364779939
0.7265353202819824,0.8275184495899863,0.9027206643196759,0.9015805598125266,43,36827,,,,
,,,,43,36827,0.5292864441871643,0.8819141799679402,0.9365035567941261,0.9410640110351343
0.73361736536026,0.8265785845010389,0.9021423243347222,0.901117124763812,44,37664,,,,
,,,,44,37664,0.5294770002365112,0.8827191076526226,0.9369656710606911,0.9412988314058175
