val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
0.6311247944831848,0.7698574471059597,0.8671652575708088,0.8901904904460082,0,150,,,,
,,,,0,150,1.0050970315933228,0.5962526465581238,0.7324398253900132,0.7965041724525906
0.5648152828216553,0.7983630945384177,0.8856215452806756,0.904383224173707,1,301,,,,
,,,,1,301,0.8260476589202881,0.6898032378880664,0.8104751734806463,0.8460800561143751
0.5342498421669006,0.8060932735911539,0.8906946113223716,0.9080865133201751,2,452,,,,
,,,,2,452,0.7561968564987183,0.718187559515129,0.8312750720840005,0.8619252856909321
0.5966100692749023,0.7914780149614348,0.8817851783123153,0.8892270814564317,3,603,,,,
,,,,3,603,0.7426010966300964,0.7333106510771087,0.842229748344202,0.8675984388180175
0.5299341678619385,0.81397524790113,0.8949569830673056,0.9069066505857789,4,754,,,,
,,,,4,754,0.7124325037002563,0.7449282053086567,0.8502525677467643,0.8743472142356082
0.49667859077453613,0.8355385881766171,0.9089971701140639,0.9193391345662637,5,905,,,,
,,,,5,905,0.696125328540802,0.7538043045254051,0.8565024466068973,0.8785358283812423
0.48188358545303345,0.8319857568455173,0.906506127565784,0.9196089517389121,6,1056,,,,
,,,,6,1056,0.6850464344024658,0.7599478541271496,0.8607005249621542,0.88229972868508
0.46822255849838257,0.8438705809450081,0.9138642657413272,0.9252345720887607,7,1207,,,,
,,,,7,1207,0.6823021173477173,0.7665892524276161,0.8651020704073252,0.8861632739838712
0.4790685772895813,0.8405909770309801,0.9117433974047995,0.9225460110890794,8,1358,,,,
,,,,8,1358,0.6705679893493652,0.7684629950057692,0.8664337983672145,0.8862545556523405
0.46146541833877563,0.8461238614249978,0.915122153076446,0.9264972410576832,9,1509,,,,
,,,,9,1509,0.6621881723403931,0.7745287120092719,0.8704072482396195,0.8893532090970865
0.47685277462005615,0.8421262799792286,0.9126857678499464,0.9246516363749122,10,1660,,,,
