val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
0.8078457713127136,0.7767721972249162,0.8705683872033066,0.8713178660288283,0,836,,,,
,,,,0,836,1.0858734846115112,0.6930917678211518,0.81738016184218,0.8114269748623756
0.7677817344665527,0.8066960861535772,0.8892284658369496,0.886685382400758,1,1673,,,,
,,,,1,1673,0.8886263370513916,0.7658289979359839,0.8661467678032804,0.8614730180233939
0.7155287265777588,0.8185440824588595,0.8974204983010239,0.8980213735601219,2,2510,,,,
,,,,2,2510,0.8284884095191956,0.783461839058795,0.877390279641698,0.8743766859274003
0.7354437112808228,0.8139594743268951,0.8941714677706866,0.8923295185447295,3,3347,,,,
,,,,3,3347,0.7975828647613525,0.7930195737884358,0.883360251188089,0.8816868919684108
0.7132319808006287,0.8207844211525298,0.8987318335135015,0.8985146138599377,4,4184,,,,
,,,,4,4184,0.7595924139022827,0.8057967012643494,0.8911846146512413,0.8910378695345338
0.7084949612617493,0.8223215140789385,0.8999215704636228,0.9014861885077478,5,5021,,,,
,,,,5,5021,0.7393646836280823,0.8116039459555753,0.8948000174367463,0.8946738044850738
0.7083060145378113,0.8228519867427426,0.9000575549662505,0.8999247369800851,6,5858,,,,
,,,,6,5858,0.7071426510810852,0.8230121229479994,0.9016616662292503,0.902815120159303
0.7476149201393127,0.8039484876026826,0.8891075256446624,0.8849185907632083,7,6695,,,,
,,,,7,6695,0.6880517601966858,0.829405686205507,0.9055952164832043,0.906439854651452
0.7349812984466553,0.8005835989995058,0.88754899689986,0.8845842624304666,8,7532,,,,
,,,,8,7532,0.6720148324966431,0.8356786380561483,0.9093412820856255,0.9103878825017805
0.7400314807891846,0.8038524360962904,0.8894685689046609,0.8826686349727791,9,8369,,,,
,,,,9,8369,0.6515098810195923,0.8414576691881301,0.9127526761349805,0.9144883930610624
0.698951005935669,0.8196639470533258,0.8986566698371694,0.8958019085881201,10,9206,,,,
,,,,10,9206,0.6375089883804321,0.8469402967082275,0.91604551215268,0.9175262921083783
0.7100921273231506,0.8185043080091307,0.8978762198613854,0.8941138471637591,11,10043,,,,
