val_loss,val_mIoU,val_F1,val_OA,epoch,step,train_loss,train_mIoU,train_F1,train_OA
0.7810484766960144,0.7845430401539558,0.8762308213112467,0.8797613428415427,0,836,,,,
,,,,0,836,1.093717098236084,0.6892018709016352,0.8145663497171232,0.8097721815671254
0.7457205653190613,0.8089807792298489,0.8913762893302571,0.8935875049650204,1,1673,,,,
,,,,1,1673,0.8896300792694092,0.7638772437933014,0.8649240212541178,0.8606942276966041
0.7187581062316895,0.8178551250233447,0.8970828724550927,0.8969629549421074,2,2510,,,,
,,,,2,2510,0.8268662095069885,0.7839024520533456,0.8776432778084196,0.8750069630078983
0.7050946354866028,0.8239606548384144,0.900975462986945,0.8992740785728628,3,3347,,,,
,,,,3,3347,0.7930049896240234,0.7943817701087891,0.8841340681519018,0.8829478458134112
0.7100399732589722,0.8220597808226202,0.8997401071895643,0.901050006876198,4,4184,,,,
,,,,4,4184,0.757928192615509,0.8069643242616713,0.8918968102169579,0.8916606152199148
